Word,CEFR,Receptive_freq
snygg,A1,3
snygg,A2,21
snygg,B1,34
snygg,B2,6
snygg,C1,7
social,A2,2
social,B1,7
social,B2,10
social,C1,38
social,B1,1
social,B2,1
social,C1,8
socialdemokratisk,A2,1
socialdemokratisk,B1,5
socialdemokratisk,B2,6
socialdemokratisk,C1,1
socialistisk,A2,1
socialistisk,B1,2
sociologisk,C1,1
södra,A1,4
södra,A2,3
södra,B1,10
södra,B2,11
södra,C1,1
solgul,B1,1
solig,A1,4
solig,A2,1
solig,B1,6
solig,B2,3
somalisk,A2,1
somalisk,B1,2
somlig,B1,1
somlig,B2,3
somlig,C1,5
sommarlovsledig,C1,1
sömnig,A1,2
sömnig,A2,2
sömnig,B1,1
sömnig,B2,2
sorglig,B2,4
sorglig,C1,2
sorgsen,B2,7
sorgsen,C1,7
söt,A1,3
söt,A2,6
söt,B1,14
söt,B2,6
söt,C1,3
späd,B1,1
späd,B2,1
spänd,B2,1
spännande,A1,2
spännande,A2,6
spännande,B1,25
spännande,B2,12
spännande,C1,8
spansk,A1,6
spansk,A2,4
spansk,B1,15
spansk,B2,5
spansk,C1,11
sparsam,A2,1
sparsam,B1,2
sparsam,B2,10
sparsam,C1,5
speciell,A1,2
speciell,A2,8
speciell,B1,22
speciell,B2,18
speciell,C1,30
specifik,B2,3
spektakulär,B1,1
spinkig,C1,2
spökaktig,B2,1
spontan,B2,5
spontan,C1,6
sportig,B1,3
sportig,C1,1
språkkunnig,C1,1
språklig,A2,1
språklig,B2,1
språklig,C1,38
sprängd,B2,1
sprängd,C1,1
sprängfull,B1,1
spridd,B2,2
spridd,C1,2
stabil,A2,1
stabil,B1,2
stabil,B2,2
stabil,C1,7
stackars,A1,1
stackars,A2,4
stackars,B1,5
stackars,B2,2
stackars,C1,1
städad,B1,1
ständig,B1,2
ständig,B2,9
ständig,C1,7
stark,A1,4
stark,A2,5
stark,B1,37
stark,B2,53
stark,C1,45
stark,B1,4
stark,B2,2
stark,C1,2
stark,A2,1
stark,B1,3
stark,C1,4
stark,B1,4
stark,B2,3
statisk,C1,4
statistisk,A1,1
statistisk,B1,1
statistisk,B2,2
statistisk,C1,11
statlig,B1,2
statlig,B2,4
statlig,C1,5
ståtlig,C1,7
stel,B1,1
stel,B2,5
stel,C1,3
stendöd,B1,1
stenhård,B2,2
stenhård,C1,1
stenrik,C1,3
stereotyp,B2,1
stereotyp,C1,1
stilig,B1,2
stilig,B2,1
stilig,C1,2
stilistisk,C1,1
stilla,B1,2
stilla,B2,3
stilla,C1,6
stirrig,C1,2
stöddig,C1,2
stökig,A1,2
stökig,B2,1
stolt,A2,13
stolt,B1,3
stolt,B2,10
stolt,C1,5
stor,A1,35
stor,A2,104
stor,B1,304
stor,B2,351
stor,C1,359
stormig,B1,1
stormig,B2,1
stormig,C1,1
storslagen,B2,1
storslagen,C1,3
storvulen,C1,2
sträng,A2,1
sträng,B1,5
sträng,B2,2
sträng,C1,6
sträv,C1,3
stressig,A2,6
stressig,B1,3
stressig,C1,1
stresstålig,B2,2
stresstålig,C1,3
strid,C1,4
strikt,B2,1
stum,B2,2
stum,C1,1
stygg,B1,1
subjektiv,B1,1
subjektiv,C1,2
subtil,B2,1
subtropisk,C1,3
sund,B2,4
sund,C1,3
sur,A2,1
sur,B1,2
sur,A2,1
sur,B1,3
sur,B2,7
sur,C1,7
svag,A1,3
svag,A2,1
svag,B1,4
svag,B2,8
svag,C1,11
sval,A1,1
sval,B2,1
sval,C1,1
svår,A1,3
svår,A2,20
svår,B1,99
svår,B2,70
svår,C1,127
svår,B2,1
svår,C1,2
svart,A1,4
svart,A2,17
svart,B1,28
svart,B2,22
svart,C1,9
svart,C1,1
svartklädd,B1,1
svartklädd,B2,1
svartsjuk,A2,1
svartsjuk,B1,5
svartsjuk,B2,4
svartvit,B1,1
svensk,A1,29
svensk,A2,86
svensk,B1,138
svensk,B2,129
svensk,C1,109
svensk,A1,30
svensk,A2,41
svensk,B1,69
svensk,B2,33
svensk,C1,92
svenskfödd,B2,2
svensktalande,B1,1
svensk-tysk,B2,2
svettig,B1,9
svettig,B2,1
svullen,A2,1
svullen,B1,1
sydafrikansk,C1,1
sydlig,A2,1
sydlig,B2,1
sydostasiatisk,C1,1
sydöstra,A1,1
sydöstra,B2,1
sydsamisk,C1,4
sydsvensk,B2,2
sydvästra,B1,2
sydvästra,B2,2
sympatisk,B1,2
sympatisk,C1,2
synlig,B2,1
synlig,C1,2
syrefri,B1,1
sysslolös,A2,1
sysslolös,B2,1
systematisk,B2,1
systematisk,C1,1
tabu,C1,1
tacksam,B1,2
tacksam,B2,4
tacksam,C1,1
tafatt,B2,1
tajt,C1,3
tålig,C1,5
talspråklig,C1,3
tam,C1,1
tandlös,C1,1
tänkbar,B2,1
tänkbar,C1,5
tanklös,B2,1
tanklös,C1,2
tapper,B2,2
tapper,C1,2
tarvlig,C1,2
taskig,B1,1
taskig,C1,3
tät,B1,2
tät,B2,5
tät,C1,7
tendentiös,C1,2
teologisk,C1,1
teoretisk,A2,2
teoretisk,C1,2
textil,B1,1
thailändsk,A1,2
thailändsk,A2,3
thailändsk,B1,2
tibetansk,B2,1
tidig,A2,2
tidig,B1,12
tidig,B2,13
tidig,C1,23
tillåten,B2,1
tillåten,C1,3
tillbakahållen,B2,1
tillfällig,B2,2
tillfällig,C1,3
tillförlitlig,C1,4
tillfreds,C1,2
tillgänglig,C1,7
tillkommande,B2,1
tillräcklig,B2,11
tillräcklig,C1,12
tioårig,B2,2
tioårig,C1,2
tjatig,B2,1
tjatig,C1,1
tjock,A1,5
tjock,A2,7
tjock,B1,13
tjock,B2,8
tjock,C1,9
tjock,B1,1
tjugoförsta,A1,3
tjugoförsta,A2,1
tjugoförsta,B2,2
tjurig,B2,1
töjbar,B2,1
tokig,B2,7
tokig,C1,7
tolerant,B2,1
tolerant,C1,1
tom,A1,2
tom,A2,1
tom,B1,7
tom,B2,9
tom,C1,8
töntig,A2,1
töntig,C1,1
toppenbra,C1,1
torr,A1,2
torr,A2,4
torr,B1,5
torr,B2,2
torr,C1,7
törstig,A1,2
törstig,A2,5
törstig,B1,1
törstig,B2,3
törstig,C1,1
total,A2,1
total,B1,1
total,B2,5
total,C1,3
traditionell,A2,5
traditionell,B1,5
traditionell,B2,6
traditionell,C1,2
träffsäker,C1,1
träig,C1,2
tråkig,A1,4
tråkig,A2,8
tråkig,B1,29
tråkig,B2,11
tråkig,C1,14
trång,B1,5
trång,B2,4
trång,C1,7
trångbodd,C1,1
trasig,A2,1
trasig,B1,7
trasig,B2,1
trasig,C1,1
trasslig,B1,1
treårig,A2,2
trendkänslig,B1,1
treradig,C1,1
trestjärnig,C1,1
trettioårig,B2,1
trettioårig,C1,3
trevlig,A1,13
trevlig,A2,34
trevlig,B1,52
trevlig,B2,24
trevlig,C1,18
trist,B1,2
trist,B2,1
trist,C1,5
trivsam,B2,1
trög,B2,3
trög,C1,1
trojansk,C1,2
trolig,C1,4
trollkunnig,B2,2
trotsig,C1,2
trött,A1,13
trött,A2,36
trött,B1,43
trött,B2,34
trött,C1,23
trött,A2,1
tröttsam,B1,1
trovärdig,C1,3
trygg,B2,2
trygg,C1,3
trygg,B1,2
trygg,B2,6
trygg,C1,6
tuff,A2,2
tuff,B1,2
tuff,B2,8
tuff,C1,9
tung,A1,2
tung,A2,7
tung,B1,21
tung,B2,10
tung,C1,11
tunisisk,A2,2
tunisisk,C1,1
tunn,A1,2
tunn,A2,1
tunn,B1,4
tunn,B2,1
tunn,C1,5
tunn,A1,1
tunn,C1,2
turkisk,A1,1
turkisk,A2,2
turkisk,B1,6
turkisk,B2,2
turkisk,C1,16
tvåhjulig,C1,1
tvärgående,B2,1
tvåspråkig,A2,1
tvåspråkig,B2,7
tvåspråkig,C1,2
tveksam,B1,1
tveksam,C1,2
tydlig,B1,6
tydlig,B2,15
tydlig,C1,37
tydlig,B2,1
tydlig,C1,2
typisk,A1,1
typisk,A2,8
typisk,B1,20
typisk,B2,18
typisk,C1,26
tysk,A1,15
tysk,A2,4
tysk,B1,12
tysk,B2,14
tysk,C1,19
tysk,B1,2
tysk,C1,1
tyst,A2,9
tyst,B1,13
tyst,B2,24
tyst,C1,11
tystlåten,A2,1
tystlåten,B1,1
tystlåten,B2,2
tystlåten,C1,2
udda,A1,2
udda,B2,1
udda,C1,2
underbar,A1,3
underbar,A2,6
underbar,B1,8
underbar,B2,8
underbar,C1,4
underjordisk,C1,2
underlig,B1,1
underlig,B2,10
underlig,C1,9
undre,B1,1
ung,A1,2
ung,A2,25
ung,B1,74
ung,B2,43
ung,C1,54
ungdomlig,C1,2
ungefärlig,C1,1
ungersk,A2,3
ungersk,B1,1
ungersk,B2,1
ungersk,C1,2
unik,A2,2
unik,B1,3
unik,B2,2
unik,C1,1
universell,C1,3
uppenbar,C1,5
uppmärksam,B2,2
uppmärksam,C1,5
uppriktig,A2,1
uppriktig,C1,4
upprörd,B2,1
upprörd,C1,8
upprymd,B1,1
uppsluppen,C1,2
uppstånden,C1,1
uråldrig,C1,3
uralisk,B2,1
urdålig,A2,1
urdålig,B2,1
urdålig,C1,1
urgammal,B2,1
urgermansk,C1,1
urminnes,C1,1
urnordisk,B2,1
ursinnig,B2,2
ursinnig,C1,1
ursprunglig,B1,1
ursprunglig,B2,2
ursprunglig,C1,7
urusel,B1,2
urusel,B2,1
usel,B1,1
usel,B2,1
usel,C1,9
utåtriktad,B1,2
utåtriktad,C1,2
utbytbar,C1,9
utdöd,B1,1
utfattig,B2,1
uthållig,B2,2
utländsk,A1,2
utländsk,A2,2
utländsk,B1,9
utländsk,B2,26
utländsk,C1,17
utomäktenskaplig,C1,2
utomeuropeisk,C1,1
utomjordisk,C1,1
utpräglad,B2,1
utpräglad,C1,8
utstuderad,C1,2
uttrycksfull,B2,2
uttryckslös,C1,1
utvilad,B2,2
vacker,A1,6
vacker,A2,29
vacker,B1,70
vacker,B2,61
vacker,C1,29
vag,C1,1
våghalsig,C1,2
vaken,A2,3
vaken,B1,3
vaken,B2,7
vaksam,C1,2
välbekant,B2,1
välbekant,C1,1
välbetald,B1,2
väldig,B1,4
väldig,B2,7
väldig,C1,7
våldsam,B1,1
våldsam,B2,3
våldsam,C1,2
välförtjänt,B2,1
välfunnen,C1,1
välfylld,B2,2
välkänd,C1,1
välkommen,A1,2
välkommen,A2,11
välkommen,B1,9
välkommen,B2,6
välkommen,C1,6
välplanerad,B1,1
välplanerad,C1,1
vältränad,B1,1
van,B1,7
van,B2,14
van,C1,11
vän,B1,2
vänlig,B1,8
vänlig,B2,17
vänlig,C1,12
vanlig,A1,1
vanlig,A2,20
vanlig,B1,32
vanlig,B2,85
vanlig,C1,92
vänster,A1,1
vänster,A2,1
vänster,B1,2
vänster,B2,32
vänster,C1,8
varaktig,B2,1
värd,A2,1
värd,B1,3
värd,B2,8
värd,C1,13
vardaglig,A2,1
vardaglig,B1,5
vardaglig,B2,4
vardaglig,C1,12
värdefull,B1,5
värdefull,B2,2
värdefull,C1,1
värdelös,B1,1
värdelös,B2,3
vårdslös,B2,1
världskänd,B2,1
vårlig,A2,1
varlig,A2,1
varm,A1,9
varm,A2,17
varm,B1,31
varm,B2,26
varm,C1,21
varm,A2,1
varm,B1,1
varm,B2,2
varm,C1,2
värmländsk,B1,1
värnpliktig,A2,1
värnpliktig,B1,1
varsam,B2,1
väsentlig,C1,3
vass,B2,6
vass,C1,1
västindisk,C1,1
västlig,A1,1
västlig,B2,2
västra,A1,4
västra,A2,2
västra,B1,3
västra,B2,2
våt,A1,3
våt,B1,5
våt,B2,9
våt,C1,2
vattnig,A2,1
vattnig,C1,6
växelvarm,C1,3
vedertagen,C1,4
vegetarisk,A2,2
vegetarisk,B1,1
vemodig,B2,1
verbal,B1,1
verbal,C1,9
veritabel,C1,2
verklig,B1,5
verklig,B2,7
verklig,C1,17
verksam,B1,1
verksam,B2,2
verksam,C1,2
verkställande,B1,1
verkställande,B2,2
verkställande,C1,1
vetenskaplig,B1,1
vetenskaplig,B2,4
vetenskaplig,C1,9
vettskrämd,B2,2
vid,A1,1
vid,A2,1
vid,B1,4
vid,B2,3
vid,C1,2
vidöppen,C1,2
vidrig,C1,3
vidskeplig,B2,1
vidsträckt,C1,2
vietnamesisk,B1,3
vietnamesisk,C1,1
viktig,A2,11
viktig,B1,80
viktig,B2,138
viktig,C1,131
viktig,A2,4
viktig,B1,10
viktig,B2,20
viktig,C1,13
viktlös,B1,3
vild,A2,1
vild,B1,7
vild,B2,5
vild,C1,3
viljelös,C1,1
villig,C1,6
vilsen,C1,5
vingad,B1,2
virtuell,B1,4
virtuell,C1,1
vis,B2,1
vis,C1,1
viss,A2,3
viss,B1,22
viss,B2,52
viss,C1,71
viss,A2,3
viss,B1,6
viss,B2,12
viss,C1,7
vissen,B1,1
vissen,C1,1
visuell,C1,4
vit,A1,13
vit,A2,30
vit,B1,38
vit,B2,18
vit,C1,16
vital,C1,3
vitskäggig,B2,1
vördig,B2,1
vresig,B2,5
vuxen,A2,8
vuxen,B1,14
vuxen,B2,24
vuxen,C1,21
ynka,C1,2
ynklig,C1,3
ypperlig,B2,1
ypperlig,C1,1
yr,A2,2
yr,B2,3
yr,C1,1
ytlig,B2,4
ytlig,C1,2
ytterlig,A2,1
ytterlig,B1,3
ytterlig,B2,10
ytterlig,C1,5
yttre,B2,8
yttre,C1,11
yvig,C1,2
yvig,B2,1
